 Device Time,Trip Time(Since journey start)(s),Engine RPM(rpm),Speed (OBD)(km/h),Engine kW (At the wheels)(kW),Torque(Nm),,,
53:00.3,1017,1526.25,31,1.73511112,10.85584545,159.8319659,159.8928571,0.999619175
53:01.3,1018,1526.25,31,1.73511112,10.85584545,159.8319659,159.8928571,0.999619175
53:02.3,1019,1684.75,34,5.86091185,33.21939468,176.4304228,176.497619,0.99961928
53:03.3,1020,1684.75,34,5.86091185,33.21939468,176.4304228,176.497619,0.99961928
53:04.3,1021,1642.25,34,5.86091185,33.21939468,176.4304228,172.0452381,1.025488556
53:05.3,1022,1642.25,34,5.86091185,33.21939468,176.4304228,172.0452381,1.025488556
53:06.3,1023,1501,31,-,-,#VALUE!,157.247619,#VALUE!
53:07.3,1024,1207.75,31,-,-,#VALUE!,126.5261905,#VALUE!
53:08.3,1025,1207.75,25,-,-,#VALUE!,126.5261905,#VALUE!
53:09.3,1026,1219.5,25,-,-,#VALUE!,127.7571429,#VALUE!
53:10.3,1027,1219.5,25,-,-,#VALUE!,127.7571429,#VALUE!
53:11.3,1028,1404.75,25,-,-,#VALUE!,147.1642857,#VALUE!
53:12.3,1029,1404.75,29,6.41293192,43.59328461,147.1082525,147.1642857,0.999619247
53:13.3,1030,1168.25,29,6.41293192,43.59328461,147.1082525,122.3880952,1.201981714
53:14.3,1031,1168.25,29,6.41293192,43.59328461,147.1082525,122.3880952,1.201981714
53:15.3,1032,757.5,25,-,-,#VALUE!,79.35714286,#VALUE!
53:16.3,1033,757.5,25,-,-,#VALUE!,79.35714286,#VALUE!
53:17.3,1034,768.25,20,-,-,#VALUE!,80.48333333,#VALUE!
53:18.3,1035,768.25,20,-,-,#VALUE!,80.48333333,#VALUE!
53:19.3,1036,813.5,12,-,-,#VALUE!,85.22380952,#VALUE!
53:20.3,1037,813.5,12,-,-,#VALUE!,85.22380952,#VALUE!
53:21.3,1038,784.25,2,-,-,#VALUE!,82.15952381,#VALUE!
53:22.3,1039,784.25,2,-,-,#VALUE!,82.15952381,#VALUE!
53:23.3,1040,726.5,0,-,-,#VALUE!,76.10952381,#VALUE!
53:24.3,1041,726.5,0,-,-,#VALUE!,76.10952381,#VALUE!
53:25.3,1042,669,0,-,-,#VALUE!,70.08571429,#VALUE!
53:26.3,1043,669,0,-,-,#VALUE!,70.08571429,#VALUE!
53:27.3,1044,677,0,-,-,#VALUE!,70.92380952,#VALUE!
53:28.3,1045,677,0,-,-,#VALUE!,70.92380952,#VALUE!
53:29.3,1046,679,0,-,-,#VALUE!,71.13333333,#VALUE!
53:30.3,1047,679,0,-,-,#VALUE!,71.13333333,#VALUE!
53:31.3,1048,675,0,-,-,#VALUE!,70.71428571,#VALUE!
53:32.3,1049,675,0,-,-,#VALUE!,70.71428571,#VALUE!
53:33.3,1050,676,0,-,-,#VALUE!,70.81904762,#VALUE!
53:34.3,1051,672.75,0,-,-,#VALUE!,70.47857143,#VALUE!
53:35.3,1052,672.75,0,-,-,#VALUE!,70.47857143,#VALUE!
53:36.3,1053,674.25,0,-,-,#VALUE!,70.63571429,#VALUE!
53:37.3,1054,674.25,0,-,-,#VALUE!,70.63571429,#VALUE!
53:38.3,1055,678,0,-,-,#VALUE!,71.02857143,#VALUE!
53:39.3,1056,678,0,-,-,#VALUE!,71.02857143,#VALUE!
53:40.3,1057,671.75,0,-,-,#VALUE!,70.37380952,#VALUE!
53:41.3,1058,671.75,0,-,-,#VALUE!,70.37380952,#VALUE!
53:42.3,1059,665,0,-,-,#VALUE!,69.66666667,#VALUE!
53:43.3,1060,665,0,-,-,#VALUE!,69.66666667,#VALUE!
53:44.3,1061,671.75,0,-,-,#VALUE!,70.37380952,#VALUE!
53:45.3,1062,671.75,0,-,-,#VALUE!,70.37380952,#VALUE!
53:46.3,1063,668,0,-,-,#VALUE!,69.98095238,#VALUE!
53:47.3,1064,668,0,-,-,#VALUE!,69.98095238,#VALUE!
53:48.3,1065,683.5,0,-,-,#VALUE!,71.6047619,#VALUE!
53:49.3,1066,683.5,0,-,-,#VALUE!,71.6047619,#VALUE!
53:50.3,1067,676.25,0,-,-,#VALUE!,70.8452381,#VALUE!
53:51.3,1068,676.25,0,-,-,#VALUE!,70.8452381,#VALUE!
53:52.3,1069,683.25,0,-,-,#VALUE!,71.57857143,#VALUE!
53:53.3,1070,683.25,0,-,-,#VALUE!,71.57857143,#VALUE!
53:54.3,1071,679,0,-,-,#VALUE!,71.13333333,#VALUE!
53:55.3,1072,679,0,-,-,#VALUE!,71.13333333,#VALUE!
53:56.3,1073,675.75,0,-,-,#VALUE!,70.79285714,#VALUE!
53:57.3,1074,675.75,0,-,-,#VALUE!,70.79285714,#VALUE!
53:58.3,1075,674.5,0,-,-,#VALUE!,70.66190476,#VALUE!
53:59.3,1076,674.5,0,-,-,#VALUE!,70.66190476,#VALUE!
54:00.3,1077,678,0,-,-,#VALUE!,71.02857143,#VALUE!
54:01.3,1078,678,0,-,-,#VALUE!,71.02857143,#VALUE!
54:02.3,1079,674,0,-,-,#VALUE!,70.60952381,#VALUE!
54:03.3,1080,674,0,-,-,#VALUE!,70.60952381,#VALUE!
54:04.3,1081,670,0,-,-,#VALUE!,70.19047619,#VALUE!
54:05.3,1082,670,0,-,-,#VALUE!,70.19047619,#VALUE!
54:06.3,1083,671.5,0,-,-,#VALUE!,70.34761905,#VALUE!
54:07.3,1084,671.5,0,-,-,#VALUE!,70.34761905,#VALUE!
54:08.3,1085,681,0,-,-,#VALUE!,71.34285714,#VALUE!
54:09.3,1086,681,0,-,-,#VALUE!,71.34285714,#VALUE!
54:10.3,1087,681.5,0,-,-,#VALUE!,71.3952381,#VALUE!
54:11.3,1088,681.5,0,-,-,#VALUE!,71.3952381,#VALUE!
54:12.3,1089,856.25,0,-,-,#VALUE!,89.70238095,#VALUE!
54:13.3,1090,856.25,0,-,-,#VALUE!,89.70238095,#VALUE!
54:14.3,1091,1597,2,0.20430203,1.22160208,167.2410627,167.3047619,0.999619262
54:15.3,1092,1597,2,0.20430203,1.22160208,167.2410627,167.3047619,0.999619262
54:16.3,1093,896.25,4,0.44615254,4.75353003,93.85709929,93.89285714,0.999619163
54:17.3,1094,896.25,4,0.44615254,4.75353003,93.85709929,93.89285714,0.999619163
54:18.3,1095,1954.75,13,6.12646055,29.92819023,204.7053465,204.7833333,0.999619174
54:19.3,1096,1954.75,13,6.12646055,29.92819023,204.7053465,204.7833333,0.999619174
54:20.3,1097,1082.5,15,1.66277182,14.66786194,113.3615674,113.4047619,0.999619112
54:21.3,1098,1082.5,15,1.66277182,14.66786194,113.3615674,113.4047619,0.999619112
54:22.3,1099,1575.75,22,8.70984459,52.78190994,165.0157147,165.0785714,0.999619231
54:23.3,1100,1575.75,22,8.70984459,52.78190994,165.0157147,165.0785714,0.999619231
54:24.3,1101,1803,25,4.12727833,21.85898781,188.8137898,188.8857143,0.999619217
54:25.3,1102,1803,25,4.12727833,21.85898781,188.8137898,188.8857143,0.999619217
54:26.3,1103,1764.5,24,4.12727833,21.85898781,188.8137898,184.852381,1.021430121
54:27.3,1104,1764.5,24,4.12727833,21.85898781,188.8137898,184.852381,1.021430121
54:28.3,1105,1869.75,25,1.38992083,7.0985322,195.8039762,195.8785714,0.999619176
54:29.3,1106,1662.75,25,1.38992083,7.0985322,195.8039762,174.1928571,1.124064324
54:30.3,1107,1662.75,24,1.38992083,7.0985322,195.8039762,174.1928571,1.124064324
54:31.3,1108,1949.75,24,1.38992083,7.0985322,195.8039762,204.2595238,0.9586039
54:32.3,1109,1949.75,27,4.44162464,21.75329018,204.18174,204.2595238,0.999619191
54:33.3,1110,1459.5,27,4.44162464,21.75329018,204.18174,152.9,1.335393983
54:34.3,1111,1459.5,30,4.74486256,31.0442791,152.8417698,152.9,0.999619162
54:35.3,1112,1682.75,30,4.74486256,31.0442791,152.8417698,176.2880952,0.86699995
54:36.3,1113,1682.75,35,9.82552433,55.75684357,176.2209569,176.2880952,0.999619156
54:37.3,1114,1772,39,8.96852493,48.33028412,185.5673951,185.6380952,0.999619151
54:38.3,1115,1772,39,8.96852493,48.33028412,185.5673951,185.6380952,0.999619151
54:39.3,1116,1443,39,8.96852493,48.33028412,185.5673951,151.1714286,1.227529546
54:40.3,1117,1443,39,8.96852493,48.33028412,185.5673951,151.1714286,1.227529546
54:41.3,1118,1468.25,40,2.34199762,15.2317028,153.7580959,153.8166667,0.999619217
54:42.3,1119,1468.25,40,2.34199762,15.2317028,153.7580959,153.8166667,0.999619217
54:43.3,1120,1364.25,37,2.34199762,15.2317028,153.7580959,142.9214286,1.075822551
54:44.3,1121,1364.25,37,2.34199762,15.2317028,153.7580959,142.9214286,1.075822551
54:45.3,1122,1476,40,6.79400349,43.95430756,154.5696854,154.6285714,0.999619177
54:46.3,1123,1476,40,6.79400349,43.95430756,154.5696854,154.6285714,0.999619177
54:47.3,1124,1514,41,2.29958987,14.5039587,158.5491187,158.6095238,0.999619159
54:48.3,1125,1514,41,2.29958987,14.5039587,158.5491187,158.6095238,0.999619159
54:49.3,1126,1443.75,39,2.29958987,14.5039587,158.5491187,151.25,1.048258636
54:50.3,1127,1443.75,39,2.29958987,14.5039587,158.5491187,151.25,1.048258636
54:51.3,1128,1294.5,34,-,-,#VALUE!,135.6142857,#VALUE!
54:52.3,1129,1294.5,34,-,-,#VALUE!,135.6142857,#VALUE!
54:53.3,1130,1113,30,-,-,#VALUE!,116.6,#VALUE!
54:54.3,1131,1023,30,-,-,#VALUE!,107.1714286,#VALUE!
54:55.3,1132,1023,28,-,-,#VALUE!,107.1714286,#VALUE!
54:56.3,1133,1121.25,28,-,-,#VALUE!,117.4642857,#VALUE!
54:57.3,1134,1121.25,31,5.17850399,44.10256958,117.4195526,117.4642857,0.999619177
54:58.3,1135,1234.25,34,5.75379276,44.51568985,129.2531415,129.302381,0.999619192
54:59.3,1136,1234.25,34,5.75379276,44.51568985,129.2531415,129.302381,0.999619192
55:00.3,1137,1365.75,37,6.17443323,43.17058182,143.0240912,143.0785714,0.999619228
55:01.3,1138,1365.75,37,6.17443323,43.17058182,143.0240912,143.0785714,0.999619228
55:02.3,1139,1212.75,40,6.85508013,53.97632599,127.0016068,127.05,0.999619101
55:03.3,1140,1212.75,40,6.85508013,53.97632599,127.0016068,127.05,0.999619101
55:04.3,1141,1583,42,4.75829601,28.70334816,165.7749467,165.8380952,0.999619215
55:05.3,1142,1583,42,4.75829601,28.70334816,165.7749467,165.8380952,0.999619215
55:06.3,1143,1646.75,46,10.32548141,59.87488174,172.4509696,172.5166667,0.999619184
55:07.3,1144,1646.75,46,10.32548141,59.87488174,172.4509696,172.5166667,0.999619184
55:08.3,1145,1629.25,45,10.32548141,59.87488174,172.4509696,170.6833333,1.010356232
55:09.3,1146,1629.25,45,10.32548141,59.87488174,172.4509696,170.6833333,1.010356232
55:10.3,1147,1558.25,42,-,-,#VALUE!,163.2452381,#VALUE!
55:11.3,1148,1558.25,42,-,-,#VALUE!,163.2452381,#VALUE!
55:12.3,1149,1361,36,-,-,#VALUE!,142.5809524,#VALUE!
55:13.3,1150,1361,36,-,-,#VALUE!,142.5809524,#VALUE!
55:14.3,1151,1158.75,31,-,-,#VALUE!,121.3928571,#VALUE!
55:15.3,1152,1158.75,31,-,-,#VALUE!,121.3928571,#VALUE!
55:16.3,1153,1033.5,27,-,-,#VALUE!,108.2714286,#VALUE!
55:17.3,1154,1033.5,27,-,-,#VALUE!,108.2714286,#VALUE!
55:18.3,1155,833.25,22,-,-,#VALUE!,87.29285714,#VALUE!
55:19.3,1156,710,22,-,-,#VALUE!,74.38095238,#VALUE!
55:20.3,1157,710,19,-,-,#VALUE!,74.38095238,#VALUE!
55:21.3,1158,933.5,19,-,-,#VALUE!,97.7952381,#VALUE!
55:22.3,1159,933.5,16,-,-,#VALUE!,97.7952381,#VALUE!
55:23.3,1160,650.25,13,-,-,#VALUE!,68.12142857,#VALUE!
55:24.3,1161,650.25,13,-,-,#VALUE!,68.12142857,#VALUE!
55:25.3,1162,685.25,14,0.78604269,10.9536581,71.76074722,71.78809524,0.999619045
55:26.3,1163,685.25,14,0.78604269,10.9536581,71.76074722,71.78809524,0.999619045
55:27.3,1164,784.25,15,0.8519302,10.37317085,82.12823372,82.15952381,0.999619154
55:28.3,1165,784.25,15,0.8519302,10.37317085,82.12823372,82.15952381,0.999619154
55:29.3,1166,782,16,0.79612821,9.72161198,81.89261325,81.92380952,0.999619204
55:30.3,1167,782,16,0.79612821,9.72161198,81.89261325,81.92380952,0.999619204
55:31.3,1168,999.75,20,4.45692396,42.57021332,104.6958334,104.7357143,0.999619223
55:32.3,1169,999.75,20,4.45692396,42.57021332,104.6958334,104.7357143,0.999619223
55:33.3,1170,1066.25,21,1.20154536,10.76076412,111.6598549,111.702381,0.999619291
55:34.3,1171,1066.25,21,1.20154536,10.76076412,111.6598549,111.702381,0.999619291
55:35.3,1172,1134,23,2.53786421,21.37063026,118.7547667,118.8,0.999619248
55:36.3,1173,1134,23,2.53786421,21.37063026,118.7547667,118.8,0.999619248
55:37.3,1174,1372.25,28,7.73578358,53.83108521,143.7047674,143.7595238,0.999619111
55:38.3,1175,1372.25,28,7.73578358,53.83108521,143.7047674,143.7595238,0.999619111
55:39.3,1176,1411.5,31,4.94891548,33.48044205,147.8151176,147.8714286,0.99961919
55:40.3,1177,1411.5,31,4.94891548,33.48044205,147.8151176,147.8714286,0.99961919
55:41.3,1178,1524.5,32,1.79760218,11.25973606,159.6486961,159.7095238,0.999619135
55:42.3,1179,1524.5,32,1.79760218,11.25973606,159.6486961,159.7095238,0.999619135
55:43.3,1180,1646.5,34,3.70059228,21.46206665,172.4247874,172.4904762,0.999619175
55:44.3,1181,1646.5,34,3.70059228,21.46206665,172.4247874,172.4904762,0.999619175
55:45.3,1182,1799.5,37,6.10216188,32.38127518,188.4472383,188.5190476,0.999619087
55:46.3,1183,1799.5,37,6.10216188,32.38127518,188.4472383,188.5190476,0.999619087
55:47.3,1184,1376.5,37,6.10216188,32.38127518,188.4472383,144.2047619,1.306803158
55:48.3,1185,1376.5,37,6.10216188,32.38127518,188.4472383,144.2047619,1.306803158
55:49.3,1186,1445.5,40,6.78688908,44.8347435,151.3756643,151.4333333,0.999619179
55:50.3,1187,1445.5,40,6.78688908,44.8347435,151.3756643,151.4333333,0.999619179
55:51.3,1188,1421.5,38,6.78688908,44.8347435,151.3756643,148.9190476,1.016496323
55:52.3,1189,1421.5,38,6.78688908,44.8347435,151.3756643,148.9190476,1.016496323
55:53.3,1190,1349.25,36,-,-,#VALUE!,141.35,#VALUE!
55:54.3,1191,1349.25,36,-,-,#VALUE!,141.35,#VALUE!
55:55.3,1192,1268.25,34,-,-,#VALUE!,132.8642857,#VALUE!
55:56.3,1193,1268.25,34,-,-,#VALUE!,132.8642857,#VALUE!
55:57.3,1194,1180.75,32,-,-,#VALUE!,123.697619,#VALUE!
55:58.3,1195,1180.75,32,-,-,#VALUE!,123.697619,#VALUE!
55:59.3,1196,1021.5,26,-,-,#VALUE!,107.0142857,#VALUE!
56:00.3,1197,1021.5,26,-,-,#VALUE!,107.0142857,#VALUE!
56:01.3,1198,1133,22,-,-,#VALUE!,118.6952381,#VALUE!
56:02.3,1199,1133,22,-,-,#VALUE!,118.6952381,#VALUE!
56:03.3,1200,1309,27,7.76535273,56.6478653,137.0811184,137.1333333,0.99961924
56:04.3,1201,1309,27,7.76535273,56.6478653,137.0811184,137.1333333,0.99961924
56:05.3,1202,1553.25,32,8.86356354,54.49153137,162.6594687,162.7214286,0.999619227
56:06.3,1203,1564.25,32,8.86356354,54.49153137,162.6594687,163.8738095,0.992589781
56:07.3,1204,1564.25,32,8.86356354,54.49153137,162.6594687,163.8738095,0.992589781
56:08.3,1205,1485.75,32,8.86356354,54.49153137,162.6594687,155.65,1.045033528
56:09.3,1206,1485.75,30,-,-,#VALUE!,155.65,#VALUE!
56:10.3,1207,1455,30,-,-,#VALUE!,152.4285714,#VALUE!
56:11.3,1208,1455,30,-,-,#VALUE!,152.4285714,#VALUE!
56:12.3,1209,1542.5,32,3.50409365,21.69264793,161.5336985,161.5952381,0.999619174
56:13.3,1210,1542.5,32,3.50409365,21.69264793,161.5336985,161.5952381,0.999619174
56:14.3,1211,1271.5,33,1.78419089,13.39945126,133.1540266,133.2047619,0.999619118
56:15.3,1212,1271.5,33,1.78419089,13.39945126,133.1540266,133.2047619,0.999619118
56:16.3,1213,1210.75,33,1.78419089,13.39945126,133.1540266,126.8404762,1.049775518
56:17.3,1214,1210.75,33,1.78419089,13.39945126,133.1540266,126.8404762,1.049775518
56:18.3,1215,1204.25,32,-,-,#VALUE!,126.1595238,#VALUE!
56:19.3,1216,1204.25,32,-,-,#VALUE!,126.1595238,#VALUE!
56:20.3,1217,1216,33,1.84609687,14.49716091,127.341959,127.3904762,0.999619146
56:21.3,1218,1216,33,1.84609687,14.49716091,127.341959,127.3904762,0.999619146
56:22.3,1219,1175.5,31,1.84609687,14.49716091,127.341959,123.147619,1.034059448
56:23.3,1220,1175.5,31,1.84609687,14.49716091,127.341959,123.147619,1.034059448
56:24.3,1221,1056.25,29,-,-,#VALUE!,110.6547619,#VALUE!
56:25.3,1222,1056.25,29,-,-,#VALUE!,110.6547619,#VALUE!
56:26.3,1223,1019.25,28,-,-,#VALUE!,106.7785714,#VALUE!
56:27.3,1224,1019.25,28,-,-,#VALUE!,106.7785714,#VALUE!
56:28.3,1225,956.25,26,-,-,#VALUE!,100.1785714,#VALUE!
56:29.3,1226,872.75,26,-,-,#VALUE!,91.43095238,#VALUE!
56:30.3,1227,872.75,23,-,-,#VALUE!,91.43095238,#VALUE!
56:31.3,1228,849,23,-,-,#VALUE!,88.94285714,#VALUE!
56:32.3,1229,849,23,-,-,#VALUE!,88.94285714,#VALUE!
56:33.3,1230,823.75,22,-,-,#VALUE!,86.29761905,#VALUE!
56:34.3,1231,823.75,22,-,-,#VALUE!,86.29761905,#VALUE!
56:35.3,1232,767.75,21,-,-,#VALUE!,80.43095238,#VALUE!
56:36.3,1233,767.75,21,-,-,#VALUE!,80.43095238,#VALUE!
56:37.3,1234,771.25,21,-,-,#VALUE!,80.79761905,#VALUE!
56:38.3,1235,771.25,21,-,-,#VALUE!,80.79761905,#VALUE!
56:39.3,1236,803.75,21,-,-,#VALUE!,84.20238095,#VALUE!
56:40.3,1237,803.75,21,-,-,#VALUE!,84.20238095,#VALUE!
56:41.3,1238,777.5,20,-,-,#VALUE!,81.45238095,#VALUE!
56:42.3,1239,777.5,20,-,-,#VALUE!,81.45238095,#VALUE!
56:43.3,1240,694,18,-,-,#VALUE!,72.7047619,#VALUE!
56:44.3,1241,694,18,-,-,#VALUE!,72.7047619,#VALUE!
56:45.3,1242,672.5,17,-,-,#VALUE!,70.45238095,#VALUE!
56:46.3,1243,672.5,17,-,-,#VALUE!,70.45238095,#VALUE!
56:47.3,1244,844.5,17,-,-,#VALUE!,88.47142857,#VALUE!
56:48.3,1245,844.5,17,-,-,#VALUE!,88.47142857,#VALUE!
56:49.3,1246,799.75,16,-,-,#VALUE!,83.78333333,#VALUE!
56:50.3,1247,799.75,16,-,-,#VALUE!,83.78333333,#VALUE!
56:51.3,1248,762.25,16,-,-,#VALUE!,79.8547619,#VALUE!
56:52.3,1249,762.25,16,-,-,#VALUE!,79.8547619,#VALUE!
56:53.3,1250,753.25,15,-,-,#VALUE!,78.91190476,#VALUE!
56:54.3,1251,753.25,15,-,-,#VALUE!,78.91190476,#VALUE!
56:55.3,1252,670,14,-,-,#VALUE!,70.19047619,#VALUE!
56:56.3,1253,670,14,-,-,#VALUE!,70.19047619,#VALUE!
56:57.3,1254,656.25,13,-,-,#VALUE!,68.75,#VALUE!
56:58.3,1255,656.25,13,-,-,#VALUE!,68.75,#VALUE!
56:59.3,1256,659,13,-,-,#VALUE!,69.03809524,#VALUE!
57:00.3,1257,659,13,-,-,#VALUE!,69.03809524,#VALUE!
57:01.3,1258,662.75,13,-,-,#VALUE!,69.43095238,#VALUE!
57:02.3,1259,662.75,13,-,-,#VALUE!,69.43095238,#VALUE!
57:03.3,1260,715.5,15,1.5358969,20.49814034,74.92859716,74.95714286,0.999619173
57:04.3,1261,715.5,15,1.5358969,20.49814034,74.92859716,74.95714286,0.999619173
57:05.3,1262,756.75,16,0.87735748,11.07098293,79.24838161,79.27857143,0.999619193
57:06.3,1263,756.75,16,0.87735748,11.07098293,79.24838161,79.27857143,0.999619193
57:07.3,1264,704.25,14,0.87735748,11.07098293,79.24838161,73.77857143,1.074138196
57:08.3,1265,704.25,14,0.87735748,11.07098293,79.24838161,73.77857143,1.074138196
57:09.3,1266,686.25,14,-,-,#VALUE!,71.89285714,#VALUE!
57:10.3,1267,686.25,14,-,-,#VALUE!,71.89285714,#VALUE!
57:11.3,1268,1117.25,12,-,-,#VALUE!,117.0452381,#VALUE!
57:12.3,1269,1117.25,12,-,-,#VALUE!,117.0452381,#VALUE!
57:13.3,1270,935,10,-,-,#VALUE!,97.95238095,#VALUE!
57:14.3,1271,935,10,-,-,#VALUE!,97.95238095,#VALUE!
57:15.3,1272,835.25,8,-,-,#VALUE!,87.50238095,#VALUE!
57:16.3,1273,835.25,8,-,-,#VALUE!,87.50238095,#VALUE!
57:17.3,1274,793.75,6,-,-,#VALUE!,83.1547619,#VALUE!
57:18.3,1275,793.75,6,-,-,#VALUE!,83.1547619,#VALUE!
57:19.3,1276,802,5,-,-,#VALUE!,84.01904762,#VALUE!
57:20.3,1277,802,5,-,-,#VALUE!,84.01904762,#VALUE!
57:21.3,1278,852.75,6,0.3221412,3.60733581,89.30169437,89.33571429,0.99961919
57:22.3,1279,852.75,6,0.3221412,3.60733581,89.30169437,89.33571429,0.99961919
57:23.3,1280,780,4,0.3221412,3.60733581,89.30169437,81.71428571,1.092852903
57:24.3,1281,780,4,0.3221412,3.60733581,89.30169437,81.71428571,1.092852903
57:25.3,1281,780,4,0.3221412,3.60733581,89.30169437,81.71428571,1.092852903
57:26.3,1281,780,4,0.3221412,3.60733581,89.30169437,81.71428571,1.092852903
57:27.3,1281,780,4,0.3221412,3.60733581,89.30169437,81.71428571,1.092852903
57:28.3,1281,780,4,0.3221412,3.60733581,89.30169437,81.71428571,1.092852903
57:29.3,1281,780,4,0.3221412,3.60733581,89.30169437,81.71428571,1.092852903
57:30.3,1281,780,4,0.3221412,3.60733581,89.30169437,81.71428571,1.092852903
57:31.3,1281,780,4,0.3221412,3.60733581,89.30169437,81.71428571,1.092852903
57:32.3,1281,780,4,0.3221412,3.60733581,89.30169437,81.71428571,1.092852903
57:33.3,1281,780,4,0.3221412,3.60733581,89.30169437,81.71428571,1.092852903
57:34.3,1281,780,4,0.3221412,3.60733581,89.30169437,81.71428571,1.092852903
57:35.3,1281,780,4,0.3221412,3.60733581,89.30169437,81.71428571,1.092852903
57:36.3,1281,780,4,0.3221412,3.60733581,89.30169437,81.71428571,1.092852903
